,PB Ratio,EBITDA to EV,PE Ratio,Dividend Yield,Price to Cashflow,Net Debt Change,VC2_Score
CSX,5.092058455849132,0.08311971937667625,,0.013034401681643439,6.796455106995371e-08,-0.05792378961092257,51.27478753541076
INFO,3.8303733101124897,0.04256488644877266,63.43,,3.5397981634299495e-07,0.027342853706659308,51.55807365439094
HSII,2.187149431907412,0.27459931440435603,12.04,0.02027545731251957,3.517754925631473e-07,-0.14994365050005337,51.84135977337111
SNA,2.9889077880572055,0.10604118841630956,13.02,0.02401623723212992,1.2553012400848637e-06,0.048654995711993894,52.124645892351275
AIMC,1.2200499309885018,0.03988415008537338,26.6,0.02031253090204267,3.9402483482571624e-07,-0.7867116539987784,52.40793201133145
EME,2.85823703165128,0.10530639408439602,15.48,0.003918531964385581,3.7957680693767577e-07,0.012494348394539976,52.69121813031161
MG,1.3408882509048334,0.09540815625640155,89.58,,6.282543499817716e-07,-0.34560115117748486,52.97450424929179
SAVE,1.4808711077369883,0.1598603793071339,8.49,,2.753782482927739e-06,-0.30326908329015373,53.25779036827195
HEES,4.01401668866953,0.18902568136598544,11.67,0.04015636291029961,3.768110680278704e-07,-0.12636886511060233,53.54107648725213
CMCO,2.074564487464773,0.11548835427095586,16.14,0.006123979421489689,9.23787037905369e-07,0.15448787524045263,53.82436260623229
SNDR,1.040610034846162,0.17002482224068918,23.1,0.01115728292457384,1.341298158975518e-07,-0.08082966951941714,54.107648725212464
EMR,5.579337981140167,0.0804781465573666,20.28,0.02706143622057209,6.126982121513037e-08,-0.06953848819737694,54.39093484419264
ITW,17.209591377731904,0.06537369290610612,23.79,0.02418819215530311,1.9162398538955598e-07,0.05801812474351284,54.6742209631728
NVEE,2.4968118452169534,0.06673382850681633,26.72,,1.483914415564911e-05,0.00876630955378261,54.95750708215298
TILE,2.7704247486654285,0.09456168987403676,14.43,0.01606859833805913,2.3662794737623214e-07,-0.5085277003089332,55.240793201133144
KTOS,4.026042201139912,0.02386746467573875,140.03,,1.3225161177750883e-06,0.12289356335602099,55.524079320113316
MRCY,3.2702031843569923,0.03251598387709541,67.24,,3.080695163537348e-06,0.8533388202844852,55.80736543909348
KEX,1.573568835374916,0.07970181263149864,43.9,,4.2306558466451335e-07,-0.2574834410291783,56.09065155807366
EBF,1.9961257901509253,0.1307867726992325,14.82,0.0427318942068471,1.2345006729881843e-06,-0.08932756441227631,56.37393767705382
GFN,1.9322231997071802,0.1435580097463935,114.09,,8.192462032740454e-07,0.003055903472489429,56.657223796033996
GD,4.604293416668269,0.07795913662742178,15.9,0.022872967581258355,1.6914429871230978e-07,-0.30765280931435646,56.94050991501416
ASGN,3.1033682858369875,0.08061609637192785,20.97,,6.899798789917913e-07,-0.45621228525964896,57.22379603399433
NSP,47.012987940081196,0.06189691356552792,24.79,0.012457874193976187,-3.4759526552529708e-06,-0.0954511921880475,57.50708215297451
IR,4.523040266053696,0.06873801228865935,23.57,0.016514764785089408,1.9725913586626056e-07,-0.00440910977246729,57.79036827195468
DOV,6.084642965436696,0.06415696795600707,26.92,0.01747302149049426,3.3288730258517506e-07,0.13231852793258794,58.07365439093485
KNL,3.3032835520302593,0.08812237880744361,15.7,0.02567419016616558,6.074648113472856e-07,-0.4176988477732806,58.35694050991501
TKR,2.601128147868248,0.10778902529947643,13.57,0.021092744831478494,3.669401709770282e-07,-0.3176902119775306,58.640226628895185
UTX,3.4534623039397188,0.05426876459925241,25.35,0.01977192291278533,6.081033706170163e-08,-0.2859570713126382,58.92351274787535
MMM,10.39756316249238,0.08412082368869118,21.47,0.03286695010304835,8.654054178353177e-08,-0.01566393820679646,59.20679886685553
NPO,1.5762630090981242,0.13020876644410911,101.2,0.01635349536523595,8.357206113644657e-07,0.11021591657774134,59.490084985835686
AVAV,3.557797290888286,0.03490406528946422,43.2,,1.4321836704863083e-05,0.3447868457877696,59.773371104815865
APOG,1.7756333314905655,0.1131136344202218,23.9,0.021247335434625713,9.302028203339802e-07,-0.11516495769581722,60.05665722379604
PKE,2.1493738357158434,0.0520239594037304,37.66,0.0262509524014562,4.986235374039146e-06,0.1334740890203365,60.3399433427762
SKYW,1.5892208404024848,0.1417417821038899,9.62,0.007612441671832491,2.830469309026771e-07,-0.16491130419589883,60.62322946175638
LII,-64.18252251157996,0.05528634164562195,25.55,0.012019763606886032,1.0021968449484688e-06,-0.07286496768393037,60.90651558073654
CSL,3.496600407528385,0.07345196480001003,20.16,0.011253221176086702,5.44148080485045e-07,0.05882031806367654,61.18980169971672
GTLS,2.6594851565161344,0.05299855495392103,45.96,,1.1127632338472971e-06,-0.06496959840009087,61.47308781869688
AZZ,1.931487782510438,0.09112708327829971,16.94,0.01614224508144744,1.2835967033177766e-06,-0.06721509025700052,61.756373937677054
CWST,-154.16223505153215,0.04695638445045196,332.14,,1.5166566229397185e-06,-0.14582983009186976,62.03966005665722
AJRD,9.93742752497896,0.07280455707976273,30.72,,8.357132388801024e-07,0.06737023624577577,62.3229461756374
ROLL,4.217997173132003,0.04289359435659697,37.31,,6.7431520436214095e-06,0.5936581381695595,62.606232294617556
UFPI,2.838464150125705,0.08313820137110162,17.97,0.007737296532036551,3.753575335864248e-07,-0.15581052966242617,62.889518413597735
POWL,1.7627589222580304,0.05685231910779574,52.76,0.02437906472490763,1.2372211949944326e-06,-0.22205038482575037,63.172804532577906
HI,3.028515217373641,0.12028383996703743,15.95,0.02926843489439429,4.287689240162215e-07,-0.23090510712797854,63.45609065155807
RTN,5.799557133583877,0.07731665347619937,20.22,0.0161857973282919,1.7858626443154276e-07,-0.010055962358226346,63.73937677053825
LYFT,6.155468870473849,-0.07700025225770449,-5.78,,1.0275777839302689e-06,-0.5222632475166376,64.02266288951841
PRIM,1.890706925747371,0.16806698927881722,13.18,0.01105149981846724,3.856851306844532e-07,-0.30882239067083034,64.30594900849859
NSC,3.4734798047034134,0.07467440192670517,19.65,0.01787231116703758,1.9952635085527234e-07,-0.06865287384216295,64.58923512747874
NOC,8.026527775220806,0.06042637321795917,19.79,0.013354089228275847,3.290735255322397e-07,0.004372716164239805,64.87252124645893
LECO,6.554570410115716,0.07803114163461396,18.86,0.020689351901469664,7.139188423491994e-07,0.003764463976475515,65.15580736543909
LDL,1.0702743771689645,0.12655973226199638,54.18,,8.023167383275371e-07,-0.5781718583163667,65.43909348441926
RHI,7.021630673506483,0.09213791942784837,15.8,0.019781588764894376,3.195473137748383e-07,-0.1043594550073401,65.72237960339945
CLH,4.165730516068416,0.08355818612402083,53.92,,5.876344475313161e-07,-0.029441010475364456,66.0056657223796
GWW,9.394489221011153,0.08293251466527454,18.9,0.018175768100704873,9.650220271564815e-07,0.07216694765431693,66.28895184135978
GE,3.259497634684365,0.1111007940286456,381.87,0.003553865312515351,5.618157671569458e-09,0.14054479509235632,66.57223796033995
TEX,2.178391335552992,0.12795602854334692,207.25,0.017499782836106058,2.0121348981227356e-07,-0.14837219784776495,66.85552407932012
FSS,3.919847975657782,0.07013917789234378,18.4,0.009663717244360128,1.065948610165136e-06,0.061984923557830605,67.13881019830028
ERII,5.174158132529651,0.028126477318149868,41.3,,2.062567867217479e-05,0.18828634985400158,67.42209631728045
FDX,2.195967450037215,0.14846162763096413,514.24,0.017527576982529002,9.642372108874032e-08,-0.1182695970964309,67.70538243626062
ARNC,3.0086554288008087,0.1268963621817559,29.9,0.0039148336509448,6.007908530508635e-08,0.027795908684838236,67.98866855524079
SAIA,3.408598207050887,0.09654262081833814,20.09,,9.301863059404995e-07,-0.15271674804635682,68.27195467422096
UNP,6.872911172990667,0.07121676639161749,21.52,0.021021011264196598,7.793294122824273e-08,-0.06959797467118681,68.55524079320114
KAMN,2.939357474367553,0.07055385196140912,26.0,0.012870161071929032,1.3807990944795169e-05,0.012521389972662052,68.83852691218131
FAST,7.667643362941901,0.05630265166341726,25.93,0.025130609650628907,1.3952484416729268e-07,-0.11592173799656573,69.12181303116147
MWA,3.326576689939035,0.09040673860204688,30.86,0.01753565859291312,1.6419299204335143e-07,-0.06509440862793625,69.40509915014165
WBT,12.06757305977101,0.08493696801710456,36.01,,2.4625579920388977e-07,-0.09614642962021668,69.68838526912181
MOG.A,2.1979538278376087,0.09419529448780226,16.89,0.011469764561878837,2.072749304939207e-06,-0.03824434466473455,69.97167138810198
MIDD,3.810850146095902,0.06937334099927185,18.68,,8.650857252337803e-07,-0.33071808335976666,70.25495750708215
TDG,-12.576847510876553,0.04451937552314355,48.0,0.09679079873593369,2.624673317639779e-06,-0.28285340233030143,70.53824362606233
ITT,3.4497105045664678,0.0806938355292415,19.95,0.008321232969936296,5.777283542398917e-07,0.054440941763976146,70.82152974504248
RSG,3.930548509419459,0.07607714003495641,28.18,0.0168068328014499,1.4476971284169763e-07,-0.06462341101114828,71.10481586402267
PWR,1.6275672574159117,0.12448156473158853,17.11,0.004083392729565273,4.3785372882934345e-07,-0.20988553791381212,71.38810198300283
CPRT,13.365449839760553,0.03397999126626239,33.07,,4.7508033414162373e-07,-0.03607023378061225,71.671388101983
PGTI,2.440281415462485,0.09642532529836828,19.24,,1.7028116826503924e-06,-0.42128392606540127,71.95467422096317
WSO,4.47405925258314,0.055238080212497515,27.72,0.03632185586078095,1.3914672383576206e-06,-0.13551526342829393,72.23796033994334
VMI,3.084813644699648,0.09099181193961488,24.93,0.010439170424281762,1.1453159003846859e-06,0.03214998031002243,72.52124645892351
KBAL,3.49231274309477,0.10104836101795665,19.26,0.01657741088,1.8454864915165374e-06,-0.03781339252264867,72.80453257790369
FELE,3.854538052272399,0.06231676505679216,28.72,0.009433229694991184,6.764484174091033e-07,0.04613264522538812,73.08781869688386
WTS,3.158338734607059,0.06735652345104501,27.44,0.008969619469448483,1.311044286115438e-06,0.18933352890911298,73.37110481586402
CR,3.362831844658736,0.10737789072520315,15.4,0.018437628330216175,6.922621869611368e-07,-0.1464996682972268,73.65439093484419
ALSN,8.412499644743033,0.14414687014510716,8.9,0.013918010736730064,2.1696731883064972e-07,-0.028238343053959326,73.93767705382436
WIRE,1.682523547360842,0.11052428916318266,16.4,0.001433275906793162,1.4242439396160633e-06,-0.024265778491499555,74.22096317280453
BRC,3.3637385209609,0.06556851624978673,22.02,0.0157611374579244,1.4070912059023694e-06,0.008153282817724263,74.5042492917847
BBSI,5.39428494987115,0.08458340980317537,12.1,0.012869220161283808,3.592948201017575e-06,-0.0954380262550656,74.78753541076487
WERN,2.087121847397358,0.16360465321126305,15.9,0.009884452835910777,3.301403229955521e-07,-0.2256990148792925,75.07082152974505
BA,530.5447658035381,0.07691206076879328,49.51,0.02551427972339127,-1.3033374096702495e-07,-0.18691455017123185,75.3541076487252
PH,4.322157148424267,0.08672717585998645,17.32,0.01763039608599609,4.3996161079154207e-07,-0.20608942568094143,75.63739376770539
GNRC,8.693656154824282,0.05389832381133399,25.85,,9.399413719341528e-07,-0.09572261604455774,75.92067988668555
KAI,3.354290404453657,0.08430288242231526,19.79,0.008401515571701578,4.125134951165251e-06,0.19698311816129319,76.20396600566572
DOOR,3.2396168770838143,0.09995844046121294,36.66,,1.541199759843985e-06,-0.18331351285887723,76.48725212464589
WM,8.35606446243829,0.07330590551868744,30.4,0.017048922622499255,1.2808287659495252e-07,-0.04120144977114603,76.77053824362606
CBPX,4.001164690378501,0.10322019854494616,21.6,,1.4899082610071893e-06,-0.03729344502655929,77.05382436260622
SWK,3.186376183034358,0.08089714412318122,35.08,0.01655831645205668,8.271445785104365e-07,-0.04291808439444396,77.33711048158641
HCCI,2.783203574229009,0.06108738801303687,52.6,,2.6005330873263578e-06,-0.2976678747994994,77.62039660056658
HII,7.695423378515033,0.09276137075837824,19.17,0.012893145435637072,7.509938597098381e-07,-0.011907776181971752,77.90368271954674
AYI,2.513299704621437,0.1186323438056639,16.27,0.004356965630191671,9.359622633493638e-07,-0.0033124188538097587,78.18696883852692
AIR,1.765932914438991,0.08588928974451394,447.92,0.006842546039227523,3.5212263334196815e-06,0.027029753828755488,78.47025495750708
ALGT,3.9761280529612644,0.09862594464420286,13.0,0.01731114677171123,3.7997202329100517e-06,-0.06236365159564276,78.75354107648725
FBHS,4.340077065220287,0.07323672015150767,23.35,0.012945813942858556,2.7939244218980566e-07,-0.20847007333285036,79.03682719546742
XYL,5.29631426003584,0.057820186839144555,29.33,0.011610767500794124,3.2044091911281174e-07,-0.03467336537971139,79.3201133144476
CRAI,2.311765289412145,0.09955674941858972,20.25,0.01454064162310153,1.762234257616072e-06,-0.13067925025594113,79.60339943342775
ACA,1.28359347392652,0.08326965237764856,18.27,0.004549819902653043,5.598276640360245e-07,-0.6018707109600332,79.88668555240793
MRTN,1.8744954359798545,0.1543134066909172,19.0,0.00606353312409832,6.132347581106426e-07,-0.04513236708945462,80.16997167138811
WWD,4.292093932561315,0.05248427180340857,29.53,0.005689721058980339,3.054841681860265e-07,-0.004216401127497809,80.45325779036827
SXI,2.148360011457835,0.11245229746612642,22.37,0.010853633010773859,9.540750036255797e-06,0.023077005985101214,80.73654390934844
EXPD,6.451072959111674,0.07296922421286799,20.54,0.01316596120833027,4.4547231755063697e-07,-0.1373921416069313,81.01983002832861
LSTR,6.522061989953152,0.08297049431992808,18.82,0.006262498621978034,1.4347473925325815e-06,0.012181084889633646,81.30311614730878
EVI,3.8978305123873698,0.030606548990133643,89.76,,1.3068109943577128e-05,-0.47783624893969884,81.58640226628894
CMPR,23.122196239539083,0.09105467392829332,26.07,,1.7073463565386524e-06,-0.0984786653781001,81.86968838526913
ENS,2.440343718657483,0.09277144871644998,17.39,0.01002912837794029,9.81251513731062e-07,-0.2996044021371413,82.15297450424929
TNC,4.74524571590971,0.06704150212465483,35.84,0.011382193023556286,2.3462606253203844e-06,0.03782512902797914,82.43626062322946
HTLD,2.376729493791989,0.10672107080759664,22.32,0.004324574698761831,0.0,-0.1081537267895654,82.71954674220963
FIX,3.6977223967448016,0.10392809713401756,17.32,0.00820943726055561,6.892237925537657e-07,-0.19119564879817863,83.0028328611898
HUBB,4.516186898004796,0.08125447102841814,21.14,0.023358343043320257,8.59676679076167e-07,-0.31729260859775166,83.28611898016997
ICFI,2.5712709896431236,0.06203469857747954,25.0,0.006442970354384319,1.6334156963831298e-06,-0.1013769890477193,83.56940509915015
GRC,3.519317589947508,0.06834622165418987,27.44,0.01483498667041648,1.1540385549332518e-06,-0.05456914633475992,83.85269121813032
ROL,17.07488877793799,0.031265007955465676,59.3,0.014117732092435376,3.9767826154206465e-07,0.011879821257152895,84.13597733711048
SITE,13.70491615583642,0.03433555869399024,55.75,,1.331368176652742e-06,-0.20894092174270773,84.41926345609065
VVI,3.1946308998541966,0.08278457583702588,57.88,0.006243114806302928,1.0880561866826214e-06,0.008906136600682612,84.70254957507082
SPR,6.002763350792142,0.12907874584787749,11.6,0.007238460476659171,2.840233906644467e-07,-0.22496164579184474,84.98583569405099
MGRC,3.399669823567438,0.09198222875128126,20.15,0.0190889781340937,1.7380411249784544e-06,-0.041098544129055635,85.26912181303116
IEX,6.492929782123146,0.049001749161569914,30.2,0.011853447838167077,1.1015454814210398e-06,0.032901197092743396,85.55240793201133
SYX,6.935244742834956,0.10610864457399943,19.17,0.019960173029998796,1.6351341309938498e-06,-0.1455628754794153,85.8356940509915
RAVN,3.936369101591977,0.06110501747013191,35.77,0.015839309494424816,1.632580146072568e-06,-0.020177880872316478,86.11898016997166
MSA,8.565222228097912,0.0407968844783571,41.58,0.01200514234878174,2.587347224013235e-06,0.11744288982740286,86.40226628895185
AIN,3.8243120929680368,0.09079318633018738,19.73,0.01040728951195863,1.6111227900629928e-06,-0.007048981256515524,86.68555240793201
WCN,4.154420621518767,0.049331738469188084,47.2,0.00679347341412305,2.2027360115740957e-07,-0.08552542734085233,86.96883852691218
DCI,7.668125728963266,0.06631920154091163,26.57,0.015915357097546,6.124470474605784e-07,-0.12016478173697173,87.25212464589235
GGG,11.560070342484648,0.05443862878500388,26.4,0.012526917326453006,3.659748310489203e-07,-0.11171055952035744,87.53541076487252
PATK,3.1081194159838517,0.12282340698567913,12.73,0.0049502521465705,1.857677121307546e-06,-0.4034446674267319,87.81869688385268
ROK,58.20107747236184,0.0630828070421893,33.37,0.020741417320736005,4.092234840972649e-07,-0.17866038771351955,88.10198300283287
NDSN,6.453504184870929,0.053098661885651266,29.49,0.00856873882444233,1.214123440568283e-06,0.02482568181750528,88.38526912181302
CW,4.198004717019694,0.07057411091595822,21.59,0.0044353937536705,1.2306766630443154e-06,-0.011356146276112575,88.6685552407932
SSD,4.432916872755792,0.05679664324101642,32.23,0.010875226526521644,9.070422064416487e-07,-0.0697383930231295,88.95184135977338
PRLB,5.228202876045621,0.04307141289152876,42.01,,3.6817361105076694e-06,-0.25998679409705877,89.23512747875354
AME,5.36744916358382,0.05090719215821931,27.3,0.005790806199217902,2.980200908025363e-07,-0.12640387650426055,89.51841359773371
UHAL,1.9907401667768088,0.10684789083383563,20.37,0.004078937374792494,1.0799854513049724e-06,-0.10934510229200489,89.80169971671388
UNF,2.0094729481670535,0.08936314728163816,20.22,0.002829872495229771,4.002065381096394e-06,-0.0626249797453092,90.08498583569406
TTEK,5.138979561513496,0.04722034717563677,32.11,0.006291544985905595,9.290052835718279e-07,-0.11725541093238377,90.36827195467421
HXL,4.84571216078225,0.07031677395673874,20.99,0.008541699608938231,6.252711399489861e-07,-0.16389220578862662,90.6515580736544
B,2.826719194627724,0.08276480035018599,21.48,0.01042723877305079,1.2217091934284812e-06,-0.2904970851017389,90.93484419263456
BWXT,26.68043099703019,0.04762995072814984,31.68,0.01025839218100785,1.4694287939873554e-06,0.025182033379890147,91.21813031161473
VRSK,13.137671097631486,0.038308487955661275,59.02,0.004639780878275703,7.351880353467517e-07,0.08842740013677412,91.5014164305949
ECOL,3.365937440058625,0.07989653840238656,24.99,0.013770615974603622,2.1588510845781807e-06,-0.18853307852680287,91.78470254957507
ALLE,18.309312347852646,0.04850500907106896,26.54,0.008298142515698364,7.535323816483415e-07,-0.04599273674395061,92.06798866855524
FWRD,3.6051286040189705,0.08315423929765917,21.51,0.010779521219261406,1.4740028050123628e-06,-0.23813275629535813,92.3512747875354
ALG,2.968012238400496,0.08060941850839948,21.09,0.0037374767844468534,2.8975136501345736e-06,-0.11891504274650531,92.63456090651559
LHX,15.178288977104827,0.025473729754558697,27.31,0.012915150639399459,2.7259198278943254e-06,-0.03699634458906107,92.91784702549575
ROP,5.038855380722475,0.039694530570487926,35.1,0.00508700888252801,9.370794942980086e-07,0.00029844355509897657,93.20113314447592
LNN,4.17662186399047,0.01856639680840195,121.33,0.012579453029857203,6.555642539673763e-05,-0.07100774600076107,93.48441926345609
TREX,17.23805661197149,0.033758902246720894,44.65,,1.7537272888757028e-06,-0.25469124470920307,93.76770538243626
CUB,2.276072075248246,0.05824939385015871,42.46,0.003996092747289205,1.3513539503916722e-06,-0.3272088338194607,94.05099150141642
VICR,8.330756677990843,0.019679282289458085,109.5,,4.693240914034429e-06,-0.2820949030093174,94.3342776203966
CSGP,8.18908083018682,0.01579699781974801,77.52,,5.625404039508534e-06,-0.24116332207151886,94.61756373937678
KSU,3.794876605694063,0.06940495823171923,30.49,0.009131829335786708,6.695350514884356e-07,-0.14946837198225318,94.90084985835693
AAXN,10.367517581777543,0.008498968656988022,307.49,,3.5382131189265196e-06,-0.3302208792567648,95.18413597733712
HEI,4.149364849528124,0.03235064553344832,50.59,0.001181098808789164,1.0205209704722224e-06,-0.03128594929650226,95.46742209631728
HLIO,2.6920847330667534,0.06684118529758235,23.2,0.008237985213014422,1.6897434916397811e-06,-0.63751647975206,95.75070821529745
OFLX,17.23427403468713,0.024602954650633967,62.56,0.00973908427847702,2.3790490977253883e-05,0.041871326672162715,96.03399433427762
HEI.A,4.71787887601542,0.04151589163845026,40.88,0.00151276755690659,7.696824667273384e-07,-0.07535817218044508,96.3172804532578
AWI,19.067813497801577,0.04720421915094163,22.31,0.006918969566594637,1.4732905632196457e-06,-0.09113136312613448,96.60056657223795
ODFL,6.199388678780384,0.06726407925917836,25.75,0.003220499300128263,6.918802684766584e-07,-0.0973142325869033,96.88385269121812
BCO,30.386456201451875,0.07884091124268718,68.0,0.006938663860262801,7.001819832467044e-07,-0.11902268806997177,97.16713881019831
AAON,11.746064092906987,0.027153882883663952,56.82,0.00607419742179782,1.512329306216438e-06,-0.006214442551200332,97.45042492917847
JBT,8.107047632277704,0.06608162429633743,28.51,0.003675177857450098,5.0710477935251785e-06,-0.027226653139959804,97.73371104815864
TTC,10.400200669766608,0.04622091109253876,32.33,0.01121271148848826,1.0615044706349184e-06,-0.3692812502471453,98.01699716713881
ESE,3.220491432840575,0.05324491925436469,32.16,0.003384849712354131,1.4477181968733203e-06,-0.21390111539169238,98.30028328611898
CTAS,10.07632603137364,0.04771503720606593,32.81,0.007688793546433816,9.368305303177707e-07,-0.14209239506422366,98.58356940509914
WAB,5.290353332124256,0.03960909839638262,56.93,0.006378756802187506,6.120916095067804e-07,-0.3645251798280058,98.86685552407933
EXPO,12.146596787498007,0.028238518027257065,49.4,0.008672415365767848,2.6595545433432477e-06,-0.04450236911597072,99.15014164305948
TRU,9.524826411314294,0.03779633284353262,49.0,0.0032549561192003955,3.3374798950578904e-07,-0.3664353805432977,99.43342776203966
AMOT,4.560279157981228,0.06292618403595832,27.93,0.002548219648456764,5.713625840439404e-06,-0.44329668375251335,99.71671388101983
CSWI,4.588046331542789,0.06147139345758513,33.19,0.00353236007648339,2.8125157730599213e-06,-0.14698320754183541,100.0
